公司代码,公司简称,公司全称,英文名称,注册地址,A股代码,A股简称
002667,鞍重股份,鞍山重型矿山机器股份有限公司,"AnShan Heavy Duty Mining Machinery Co.,Ltd",辽宁省鞍山市立山区胜利北路900号,2667,鞍重股份
002668,奥马电器,广东奥马电器股份有限公司,"Guangdong Homa Appliances Co.,Ltd.",广东省中山市南头镇东福北路54号,2668,奥马电器
002669,康达新材,上海康达化工新材料股份有限公司,"Shanghai Kangda New Materials Co.,Ltd",上海市浦东新区庆达路655号,2669,康达新材
002670,华声股份,广东华声电器股份有限公司,"GuangDong HuaSheng Electrical Appliances Co.,Ltd.",广东省佛山市顺德区容桂华口昌宝东路13号,2670,华声股份
002671,龙泉股份,山东龙泉管道工程股份有限公司,"Shandong Longquan Pipeline Engineering Co.,LTD",山东省淄博市博山区尖山东路36号,2671,龙泉股份
002672,东江环保,东江环保股份有限公司,Dongjiang Environmental Company Limited,广东省深圳市南山区高新区北区朗山路9号东江环保大楼1楼、3楼、8楼北面、9-12楼,2672,东江环保
002673,西部证券,西部证券股份有限公司,"WESTERN SECURITIES CO.,LTD",陕西省西安市东新街232号信托大厦,2673,西部证券
002674,兴业科技,兴业皮革科技股份有限公司,"XINGYE LEATHER TECHNOLOGY CO.,LTD.",福建省晋江市安海第二工业区,2674,兴业科技
002675,东诚生化,烟台东诚生化股份有限公司,"Yantai Dongcheng Biochemicals Co.,Ltd.",山东省烟台经济技术开发区长白山路7号,2675,东诚生化
002676,顺威股份,广东顺威精密塑料股份有限公司,"GUANGDONG SUNWILL PRECISING PLASTIC CO.,LTD.",广东省佛山市顺德区高新区(容桂)科苑一路6号,2676,顺威股份
002677,浙江美大,浙江美大实业股份有限公司,"Zhejiang Meida Industrial Co.,Ltd.",浙江省海宁市袁花镇谈桥81号(海宁市东西大道60KM),2677,浙江美大
002678,珠江钢琴,广州珠江钢琴集团股份有限公司,"Guangzhou Pearl River Piano Group Co.,Ltd",广东省广州市荔湾区花地大道南渔尾西路8号,2678,珠江钢琴
002679,福建金森,福建金森林业股份有限公司,"FUJIAN JINSEN FORESTRY Co.,Ltd.",福建省三明市将乐县水南镇三华南路48号12-15层,2679,福建金森
002680,黄海机械,连云港黄海机械股份有限公司,"Lianyungang Huanghai Machinery Co.,Ltd.",江苏省连云港市海州开发区新建东路1号,2680,黄海机械
002681,奋达科技,深圳市奋达科技股份有限公司,"Shenzhen Fenda Technology Co.,Ltd.",广东省深圳市宝安区石岩洲石路奋达科技园,2681,奋达科技
002682,龙洲股份,福建龙洲运输股份有限公司,"FUJIAN LONGZHOU TRANSPORTATION CO.,LTD.",福建省龙岩市新罗区人民路龙津花园东塔楼5楼,2682,龙洲股份
002683,宏大爆破,广东宏大爆破股份有限公司,"Guangdong HongDa Blasting Co.,Ltd.",广东省广州市天河区珠江新城华夏路49号之二津滨腾越大厦北塔21层,2683,宏大爆破
002684,猛狮科技,广东猛狮电源科技股份有限公司,"Guangdong Dynavolt Power Technology Co.,Ltd.",广东省汕头市澄海区莲河西路（华富工业区猛狮蓄电池厂内1，2，4幢）,2684,猛狮科技
002685,华东重机,无锡华东重型机械股份有限公司,"WUXI HUADONG HEAVY MACHINERY CO.,LTD.",江苏省无锡市滨湖经济技术开发区华苑路12号,2685,华东重机
002686,亿利达,浙江亿利达风机股份有限公司,"ZHEJIANG YILIDA VENTILATOR CO.,LTD.",浙江省台州市路桥区横街镇亿利达路,2686,亿利达
002687,乔治白,浙江乔治白服饰股份有限公司,"ZHEJIANG GIUSEPPE GARMENT CO.,LTD",浙江省平阳县昆阳镇平瑞公路588号,2687,乔治白
002688,金河生物,金河生物科技股份有限公司,"Jinhe Biotechnology CO.,LTD.",内蒙古自治区呼和浩特市托克托县新坪路71号,2688,金河生物
002689,博林特,沈阳博林特电梯集团股份有限公司,"SHENYANG BRILLIANT ELEVATOR CO.,LTD.",辽宁省沈阳经济技术开发区开发大路27号,2689,博林特
002690,美亚光电,合肥美亚光电技术股份有限公司,Hefei Meiya Optoelectronic Technology Inc.,安徽省合肥市高新区望江西路668号,2690,美亚光电
002691,石中装备,石家庄中煤装备制造股份有限公司,"Shijiazhuang Zhongmei Coal Mine Equipment Manufacture Co.,Ltd.",河北省石家庄高新区黄河大道89号,2691,石中装备
002692,远程电缆,远程电缆股份有限公司,"Yuancheng Cable Co.,Ltd",江苏省宜兴市官林镇远程路8号,2692,远程电缆
002693,双成药业,海南双成药业股份有限公司,"Hainan Shuangcheng Pharmaceuticals Co.,Ltd.",海南省海口市秀英区兴国路16号,2693,双成药业
002694,顾地科技,顾地科技股份有限公司,"GOODY SCIENCE & TECHNOLOGY CO.,LTD.",湖北省鄂州经济开发区吴楚大道18号,2694,顾地科技
002695,煌上煌,江西煌上煌集团食品股份有限公司,"Jiangxi Huangshanghuang Group Food Co.,Ltd.",江西省南昌市迎宾大道1298号,2695,煌上煌
002696,百洋股份,百洋水产集团股份有限公司,BAIYANG AQUATIC GROUP,广西壮族自治区南宁高新技术开发区创新西路16号,2696,百洋股份
002697,红旗连锁,成都红旗连锁股份有限公司,"Chengdu Hongqi Chain Co.,Ltd.",四川省成都市高新区西区迪康大道七号,2697,红旗连锁
002698,博实股份,哈尔滨博实自动化股份有限公司,"HARBIN BOSHI AUTOMATION CO.,LTD.",黑龙江省哈尔滨开发区迎宾路集中区东湖街9号,2698,博实股份
002699,美盛文化,美盛文化创意股份有限公司,Meisheng Cultural&Creative Corp.Ltd.,浙江省绍兴市新昌省级高新技术园区内（南岩）,2699,美盛文化
002700,新疆浩源,新疆浩源天然气股份有限公司,"XinJiang Haoyuan Natural Gas Co.,LTD.",新疆维吾尔自治区阿克苏市英阿瓦提路2号,2700,新疆浩源
002701,奥瑞金,奥瑞金包装股份有限公司,"ORG Packaging Co.,Ltd.",北京市怀柔区雁栖工业开发区,2701,奥瑞金
002702,海欣食品,海欣食品股份有限公司,"HaiXin Foods CO.,LTD.",福建省福州市仓山区建新镇建新北路150号1#楼,2702,海欣食品
002703,浙江世宝,浙江世宝股份有限公司,ZHEJIANG SHIBAO COMPANY LIMITED,浙江省义乌市佛堂镇双林路1号,2703,浙江世宝
002705,新宝股份,广东新宝电器股份有限公司,"Guangdong Xinbao Electrical Appliances Holdings Co.,Ltd",广东省佛山市顺德区勒流镇政和南路,2705,新宝股份
002706,良信电器,上海良信电器股份有限公司,"Shanghai Liangxin Electrical Co., Ltd.",上海市浦东新区衡安路668号第4-8幢,2706,良信电器
002707,众信旅游,北京众信国际旅行社股份有限公司,"Beijing UTour International Travel Service Co., Ltd.",北京市朝阳区和平街东土城路12号院2号楼4层,2707,众信旅游
002708,光洋股份,常州光洋轴承股份有限公司,"CHANGZHOU GUANGYANG BEARING CO.,LTD",江苏省常州市新北区汉江路52号,2708,光洋股份
002709,天赐材料,广州天赐高新材料股份有限公司,"Guangzhou Tinci Materials Technology Co., Ltd",广东省广州市黄埔区云埔工业区东诚片康达路8号,2709,天赐材料
002711,欧浦钢网,广东欧浦钢铁物流股份有限公司,"Guangdong Europol Steel Logistics Co., Ltd.",广东省佛山市顺德区乐从镇路州村委会第二工业区乐成路7号地,2711,欧浦钢网
002712,思美传媒,思美传媒股份有限公司,"Simei Media Co.,Ltd.",浙江省杭州市南复路59号,2712,思美传媒
002713,东易日盛,东易日盛家居装饰集团股份有限公司,"DONG YI RI SHENG HOME DECORATION GROUP CO.,LTD.",北京市房山区长沟镇房易路西侧,2713,东易日盛
002714,牧原股份,牧原食品股份有限公司,"Muyuan Foodstuff Co.,Ltd",河南省南阳市内乡县灌涨镇水田村,2714,牧原股份
002715,登云股份,怀集登云汽配股份有限公司,"Huaiji Dengyun Auto-parts (Holding) Co.,Ltd.",广东省怀集县怀城镇登云亭,2715,登云股份
002716,金贵银业,郴州市金贵银业股份有限公司,"CHENZHOU CITY JINGUI SILVER INDUSTRY CO.,LTD",湖南省郴州市苏仙区白露塘镇福城大道1号,2716,金贵银业
002717,岭南园林,岭南园林股份有限公司,"LingNan Landscape Co., Ltd.",广东省东莞市东城区光明大道27号金丰大厦A栋301室,2717,岭南园林
002718,友邦吊顶,浙江友邦集成吊顶股份有限公司,"Zhejiang Youpon Integrated ceiling Co., Ltd.",浙江省嘉兴市海盐县百步工业区北A区,2718,友邦吊顶
002719,麦趣尔,麦趣尔集团股份有限公司,"Maiquer Group CO.,LTD",新疆维吾尔自治区昌吉回族自治州昌吉市麦趣尔大道,2719,麦趣尔
002721,金一文化,北京金一文化发展股份有限公司,"BEIJING KINGEE CULTURE DEVELOPMENT CO.,LTD",北京市西城区榆树馆一巷4幢202号,2721,金一文化
002722,金轮股份,金轮科创股份有限公司,"Geron Co., Ltd.",江苏省海门市四甲镇富强路86号,2722,金轮股份
002723,金莱特,广东金莱特电器股份有限公司,"KENNEDE ELECTRONICS MFG. CO., LTD.",广东省江门市蓬江区棠下镇金桐路21号,2723,金莱特
002725,跃岭股份,浙江跃岭股份有限公司,"Zhejiang Yueling Co., Ltd.",浙江省温岭市泽国镇现代大道北侧,2725,跃岭股份
